,sg_value,integer,quadrated
"(7, 5, 5, 5, 3, 2, 2)",2,29,FALSE
"(6, 6, 5, 5, 3, 2, 2)",7,29,FALSE
"(12, 5, 5, 3, 2, 2)",3,29,FALSE
"(11, 6, 5, 3, 2, 2)",0,29,FALSE
"(10, 7, 5, 3, 2, 2)",5,29,FALSE
"(9, 8, 5, 3, 2, 2)",4,29,FALSE
"(17, 5, 3, 2, 2)",5,29,FALSE
"(10, 6, 6, 3, 2, 2)",3,29,FALSE
"(9, 7, 6, 3, 2, 2)",6,29,FALSE
"(8, 8, 6, 3, 2, 2)",3,29,FALSE
"(16, 6, 3, 2, 2)",5,29,FALSE
"(8, 7, 7, 3, 2, 2)",3,29,FALSE
"(15, 7, 3, 2, 2)",4,29,FALSE
"(14, 8, 3, 2, 2)",5,29,FALSE
"(13, 9, 3, 2, 2)",4,29,FALSE
"(12, 10, 3, 2, 2)",0,29,FALSE
"(11, 11, 3, 2, 2)",1,29,FALSE
"(22, 3, 2, 2)",3,29,FALSE
"(5, 4, 4, 4, 4, 4, 2, 2)",4,29,FALSE
"(9, 4, 4, 4, 4, 2, 2)",1,29,FALSE
"(8, 5, 4, 4, 4, 2, 2)",5,29,FALSE
"(7, 6, 4, 4, 4, 2, 2)",1,29,FALSE
"(13, 4, 4, 4, 2, 2)",0,29,FALSE
"(7, 5, 5, 4, 4, 2, 2)",1,29,FALSE
"(6, 6, 5, 4, 4, 2, 2)",2,29,FALSE
"(12, 5, 4, 4, 2, 2)",3,29,FALSE
"(11, 6, 4, 4, 2, 2)",0,29,FALSE
"(10, 7, 4, 4, 2, 2)",3,29,FALSE
"(9, 8, 4, 4, 2, 2)",4,29,FALSE
"(17, 4, 4, 2, 2)",1,29,FALSE
"(6, 5, 5, 5, 4, 2, 2)",5,29,FALSE
"(11, 5, 5, 4, 2, 2)",4,29,FALSE
"(10, 6, 5, 4, 2, 2)",3,29,FALSE
"(9, 7, 5, 4, 2, 2)",0,29,FALSE
"(8, 8, 5, 4, 2, 2)",0,29,FALSE
"(16, 5, 4, 2, 2)",5,29,FALSE
"(9, 6, 6, 4, 2, 2)",5,29,FALSE
"(8, 7, 6, 4, 2, 2)",3,29,FALSE
"(15, 6, 4, 2, 2)",2,29,FALSE
"(7, 7, 7, 4, 2, 2)",4,29,FALSE
"(14, 7, 4, 2, 2)",1,29,FALSE
"(13, 8, 4, 2, 2)",2,29,FALSE
"(12, 9, 4, 2, 2)",1,29,FALSE
"(11, 10, 4, 2, 2)",1,29,FALSE
"(21, 4, 2, 2)",0,29,FALSE
"(5, 5, 5, 5, 5, 2, 2)",1,29,FALSE
"(10, 5, 5, 5, 2, 2)",3,29,FALSE
"(9, 6, 5, 5, 2, 2)",0,29,FALSE
"(8, 7, 5, 5, 2, 2)",3,29,FALSE
"(15, 5, 5, 2, 2)",1,29,FALSE
"(8, 6, 6, 5, 2, 2)",3,29,FALSE
"(7, 7, 6, 5, 2, 2)",2,29,FALSE
"(14, 6, 5, 2, 2)",7,29,FALSE
"(13, 7, 5, 2, 2)",8,29,FALSE
"(12, 8, 5, 2, 2)",1,29,FALSE
"(11, 9, 5, 2, 2)",3,29,FALSE
"(10, 10, 5, 2, 2)",2,29,FALSE
"(20, 5, 2, 2)",3,29,FALSE
"(7, 6, 6, 6, 2, 2)",4,29,FALSE
"(13, 6, 6, 2, 2)",1,29,FALSE
"(12, 7, 6, 2, 2)",6,29,FALSE
"(11, 8, 6, 2, 2)",5,29,FALSE
"(10, 9, 6, 2, 2)",2,29,FALSE
"(19, 6, 2, 2)",0,29,FALSE
"(11, 7, 7, 2, 2)",1,29,FALSE
"(10, 8, 7, 2, 2)",2,29,FALSE
"(9, 9, 7, 2, 2)",1,29,FALSE
"(18, 7, 2, 2)",3,29,FALSE
"(9, 8, 8, 2, 2)",1,29,FALSE
"(17, 8, 2, 2)",0,29,FALSE
"(16, 9, 2, 2)",3,29,FALSE
"(15, 10, 2, 2)",0,29,FALSE
"(14, 11, 2, 2)",3,29,FALSE
"(13, 12, 2, 2)",4,29,FALSE
"(25, 2, 2)",1,29,FALSE
"(3, 3, 3, 3, 3, 3, 3, 3, 3, 2)",4,29,FALSE
"(6, 3, 3, 3, 3, 3, 3, 3, 2)",6,29,FALSE
"(5, 4, 3, 3, 3, 3, 3, 3, 2)",5,29,FALSE
"(9, 3, 3, 3, 3, 3, 3, 2)",4,29,FALSE
"(4, 4, 4, 3, 3, 3, 3, 3, 2)",0,29,FALSE
"(8, 4, 3, 3, 3, 3, 3, 2)",1,29,FALSE
"(7, 5, 3, 3, 3, 3, 3, 2)",6,29,FALSE
"(6, 6, 3, 3, 3, 3, 3, 2)",5,29,FALSE
"(12, 3, 3, 3, 3, 3, 2)",6,29,FALSE
"(7, 4, 4, 3, 3, 3, 3, 2)",7,29,FALSE
"(6, 5, 4, 3, 3, 3, 3, 2)",3,29,FALSE
"(11, 4, 3, 3, 3, 3, 2)",5,29,FALSE
"(5, 5, 5, 3, 3, 3, 3, 2)",0,29,FALSE
"(10, 5, 3, 3, 3, 3, 2)",4,29,FALSE
"(9, 6, 3, 3, 3, 3, 2)",3,29,FALSE
"(8, 7, 3, 3, 3, 3, 2)",8,29,FALSE
"(15, 3, 3, 3, 3, 2)",4,29,FALSE
"(6, 4, 4, 4, 3, 3, 3, 2)",7,29,FALSE
"(5, 5, 4, 4, 3, 3, 3, 2)",1,29,FALSE
"(10, 4, 4, 3, 3, 3, 2)",0,29,FALSE
"(9, 5, 4, 3, 3, 3, 2)",3,29,FALSE
"(8, 6, 4, 3, 3, 3, 2)",0,29,FALSE
"(7, 7, 4, 3, 3, 3, 2)",8,29,FALSE
"(14, 4, 3, 3, 3, 2)",1,29,FALSE
"(8, 5, 5, 3, 3, 3, 2)",9,29,FALSE
"(7, 6, 5, 3, 3, 3, 2)",8,29,FALSE
"(13, 5, 3, 3, 3, 2)",5,29,FALSE
"(6, 6, 6, 3, 3, 3, 2)",0,29,FALSE
"(12, 6, 3, 3, 3, 2)",1,29,FALSE
"(11, 7, 3, 3, 3, 2)",2,29,FALSE
"(10, 8, 3, 3, 3, 2)",5,29,FALSE
"(9, 9, 3, 3, 3, 2)",4,29,FALSE
"(18, 3, 3, 3, 2)",0,29,FALSE
"(5, 4, 4, 4, 4, 3, 3, 2)",7,29,FALSE
"(9, 4, 4, 4, 3, 3, 2)",2,29,FALSE
"(8, 5, 4, 4, 3, 3, 2)",5,29,FALSE
"(7, 6, 4, 4, 3, 3, 2)",3,29,FALSE
"(13, 4, 4, 3, 3, 2)",4,29,FALSE
"(7, 5, 5, 4, 3, 3, 2)",6,29,FALSE
"(6, 6, 5, 4, 3, 3, 2)",5,29,FALSE
"(12, 5, 4, 3, 3, 2)",0,29,FALSE
"(11, 6, 4, 3, 3, 2)",3,29,FALSE
"(10, 7, 4, 3, 3, 2)",0,29,FALSE
"(9, 8, 4, 3, 3, 2)",7,29,FALSE
"(17, 4, 3, 3, 2)",2,29,FALSE
"(6, 5, 5, 5, 3, 3, 2)",1,29,FALSE
"(11, 5, 5, 3, 3, 2)",4,29,FALSE
"(10, 6, 5, 3, 3, 2)",4,29,FALSE
"(9, 7, 5, 3, 3, 2)",6,29,FALSE
"(8, 8, 5, 3, 3, 2)",2,29,FALSE
"(16, 5, 3, 3, 2)",1,29,FALSE
"(9, 6, 6, 3, 3, 2)",6,29,FALSE
"(8, 7, 6, 3, 3, 2)",3,29,FALSE
"(15, 6, 3, 3, 2)",6,29,FALSE
"(7, 7, 7, 3, 3, 2)",4,29,FALSE
"(14, 7, 3, 3, 2)",0,29,FALSE
"(13, 8, 3, 3, 2)",8,29,FALSE
"(12, 9, 3, 3, 2)",0,29,FALSE
"(11, 10, 3, 3, 2)",6,29,FALSE
"(21, 3, 3, 2)",4,29,FALSE
"(4, 4, 4, 4, 4, 4, 3, 2)",0,29,FALSE
"(8, 4, 4, 4, 4, 3, 2)",4,29,FALSE
"(7, 5, 4, 4, 4, 3, 2)",6,29,FALSE
"(6, 6, 4, 4, 4, 3, 2)",2,29,FALSE
"(12, 4, 4, 4, 3, 2)",3,29,FALSE
"(6, 5, 5, 4, 4, 3, 2)",4,29,FALSE
"(11, 5, 4, 4, 3, 2)",0,29,FALSE
"(10, 6, 4, 4, 3, 2)",6,29,FALSE
"(9, 7, 4, 4, 3, 2)",4,29,FALSE
"(8, 8, 4, 4, 3, 2)",0,29,FALSE
"(16, 4, 4, 3, 2)",4,29,FALSE
"(5, 5, 5, 5, 4, 3, 2)",0,29,FALSE
"(10, 5, 5, 4, 3, 2)",7,29,FALSE
"(9, 6, 5, 4, 3, 2)",0,29,FALSE
"(8, 7, 5, 4, 3, 2)",5,29,FALSE
"(15, 5, 4, 3, 2)",6,29,FALSE
"(8, 6, 6, 4, 3, 2)",3,29,FALSE
"(7, 7, 6, 4, 3, 2)",5,29,FALSE
"(14, 6, 4, 3, 2)",1,29,FALSE
"(13, 7, 4, 3, 2)",2,29,FALSE
"(12, 8, 4, 3, 2)",1,29,FALSE
"(11, 9, 4, 3, 2)",7,29,FALSE
"(10, 10, 4, 3, 2)",2,29,FALSE
"(20, 4, 3, 2)",3,29,FALSE
"(9, 5, 5, 5, 3, 2)",9,29,FALSE
"(8, 6, 5, 5, 3, 2)",1,29,FALSE
"(7, 7, 5, 5, 3, 2)",2,29,FALSE
"(14, 5, 5, 3, 2)",5,29,FALSE
"(7, 6, 6, 5, 3, 2)",7,29,FALSE
"(13, 6, 5, 3, 2)",2,29,FALSE
"(12, 7, 5, 3, 2)",3,29,FALSE
"(11, 8, 5, 3, 2)",5,29,FALSE
"(10, 9, 5, 3, 2)",1,29,FALSE
"(19, 5, 3, 2)",4,29,FALSE
"(6, 6, 6, 6, 3, 2)",0,29,FALSE
"(12, 6, 6, 3, 2)",5,29,FALSE
"(11, 7, 6, 3, 2)",5,29,FALSE
"(10, 8, 6, 3, 2)",0,29,FALSE
"(9, 9, 6, 3, 2)",7,29,FALSE
"(18, 6, 3, 2)",7,29,FALSE
"(10, 7, 7, 3, 2)",5,29,FALSE
"(9, 8, 7, 3, 2)",4,29,FALSE
"(17, 7, 3, 2)",7,29,FALSE
"(8, 8, 8, 3, 2)",5,29,FALSE
"(16, 8, 3, 2)",7,29,FALSE
"(15, 9, 3, 2)",7,29,FALSE
"(14, 10, 3, 2)",7,29,FALSE
"(13, 11, 3, 2)",0,29,FALSE
"(12, 12, 3, 2)",0,29,FALSE
"(24, 3, 2)",5,29,FALSE
"(7, 4, 4, 4, 4, 4, 2)",2,29,FALSE
"(6, 5, 4, 4, 4, 4, 2)",2,29,FALSE
"(11, 4, 4, 4, 4, 2)",4,29,FALSE
"(5, 5, 5, 4, 4, 4, 2)",5,29,FALSE
"(10, 5, 4, 4, 4, 2)",0,29,FALSE
"(9, 6, 4, 4, 4, 2)",6,29,FALSE
"(8, 7, 4, 4, 4, 2)",3,29,FALSE
"(15, 4, 4, 4, 2)",2,29,FALSE
"(9, 5, 5, 4, 4, 2)",8,29,FALSE
"(8, 6, 5, 4, 4, 2)",3,29,FALSE
"(7, 7, 5, 4, 4, 2)",7,29,FALSE
"(14, 5, 4, 4, 2)",1,29,FALSE
"(7, 6, 6, 4, 4, 2)",0,29,FALSE
"(13, 6, 4, 4, 2)",2,29,FALSE
"(12, 7, 4, 4, 2)",1,29,FALSE
"(11, 8, 4, 4, 2)",2,29,FALSE
"(10, 9, 4, 4, 2)",2,29,FALSE
"(19, 4, 4, 2)",5,29,FALSE
"(8, 5, 5, 5, 4, 2)",6,29,FALSE
"(7, 6, 5, 5, 4, 2)",1,29,FALSE
"(13, 5, 5, 4, 2)",2,29,FALSE
"(6, 6, 6, 5, 4, 2)",3,29,FALSE
"(12, 6, 5, 4, 2)",1,29,FALSE
"(11, 7, 5, 4, 2)",6,29,FALSE
"(10, 8, 5, 4, 2)",1,29,FALSE
"(9, 9, 5, 4, 2)",0,29,FALSE
"(18, 5, 4, 2)",4,29,FALSE
"(11, 6, 6, 4, 2)",7,29,FALSE
"(10, 7, 6, 4, 2)",9,29,FALSE
"(9, 8, 6, 4, 2)",3,29,FALSE
"(17, 6, 4, 2)",3,29,FALSE
"(9, 7, 7, 4, 2)",2,29,FALSE
"(8, 8, 7, 4, 2)",1,29,FALSE
"(16, 7, 4, 2)",0,29,FALSE
"(15, 8, 4, 2)",3,29,FALSE
"(14, 9, 4, 2)",0,29,FALSE
"(13, 10, 4, 2)",7,29,FALSE
"(12, 11, 4, 2)",3,29,FALSE
"(23, 4, 2)",2,29,FALSE
"(7, 5, 5, 5, 5, 2)",0,29,FALSE
"(6, 6, 5, 5, 5, 2)",0,29,FALSE
"(12, 5, 5, 5, 2)",5,29,FALSE
"(11, 6, 5, 5, 2)",2,29,FALSE
"(10, 7, 5, 5, 2)",1,29,FALSE
"(9, 8, 5, 5, 2)",1,29,FALSE
"(17, 5, 5, 2)",0,29,FALSE
"(10, 6, 6, 5, 2)",4,29,FALSE
"(9, 7, 6, 5, 2)",7,29,FALSE
"(8, 8, 6, 5, 2)",2,29,FALSE
"(16, 6, 5, 2)",7,29,FALSE
"(8, 7, 7, 5, 2)",8,29,FALSE
"(15, 7, 5, 2)",6,29,FALSE
"(14, 8, 5, 2)",0,29,FALSE
"(13, 9, 5, 2)",3,29,FALSE
"(12, 10, 5, 2)",0,29,FALSE
"(11, 11, 5, 2)",4,29,FALSE
"(22, 5, 2)",1,29,FALSE
"(9, 6, 6, 6, 2)",2,29,FALSE
"(8, 7, 6, 6, 2)",2,29,FALSE
"(15, 6, 6, 2)",4,29,FALSE
"(7, 7, 7, 6, 2)",5,29,FALSE
"(14, 7, 6, 2)",0,29,FALSE
"(13, 8, 6, 2)",3,29,FALSE
"(12, 9, 6, 2)",0,29,FALSE
"(11, 10, 6, 2)",4,29,FALSE
"(21, 6, 2)",2,29,FALSE
"(13, 7, 7, 2)",0,29,FALSE
"(12, 8, 7, 2)",0,29,FALSE
"(11, 9, 7, 2)",2,29,FALSE
"(10, 10, 7, 2)",3,29,FALSE
"(20, 7, 2)",1,29,FALSE
"(11, 8, 8, 2)",4,29,FALSE
"(10, 9, 8, 2)",3,29,FALSE
"(19, 8, 2)",2,29,FALSE
"(9, 9, 9, 2)",4,29,FALSE
"(18, 9, 2)",1,29,FALSE
"(17, 10, 2)",2,29,FALSE
"(16, 11, 2)",1,29,FALSE
"(15, 12, 2)",2,29,FALSE
"(14, 13, 2)",2,29,FALSE
"(27, 2)",0,29,FALSE
"(5, 3, 3, 3, 3, 3, 3, 3, 3)",1,29,FALSE
"(4, 4, 3, 3, 3, 3, 3, 3, 3)",4,29,FALSE
"(8, 3, 3, 3, 3, 3, 3, 3)",3,29,FALSE
"(7, 4, 3, 3, 3, 3, 3, 3)",2,29,FALSE
"(6, 5, 3, 3, 3, 3, 3, 3)",3,29,FALSE
"(11, 3, 3, 3, 3, 3, 3)",1,29,FALSE
"(6, 4, 4, 3, 3, 3, 3, 3)",3,29,FALSE
"(5, 5, 4, 3, 3, 3, 3, 3)",5,29,FALSE
"(10, 4, 3, 3, 3, 3, 3)",0,29,FALSE
"(9, 5, 3, 3, 3, 3, 3)",3,29,FALSE
"(8, 6, 3, 3, 3, 3, 3)",4,29,FALSE
"(7, 7, 3, 3, 3, 3, 3)",1,29,FALSE
"(14, 3, 3, 3, 3, 3)",3,29,FALSE
"(5, 4, 4, 4, 3, 3, 3, 3)",1,29,FALSE
"(9, 4, 4, 3, 3, 3, 3)",4,29,FALSE
"(8, 5, 4, 3, 3, 3, 3)",7,29,FALSE
"(7, 6, 4, 3, 3, 3, 3)",3,29,FALSE
"(13, 4, 3, 3, 3, 3)",2,29,FALSE
"(7, 5, 5, 3, 3, 3, 3)",1,29,FALSE
"(6, 6, 5, 3, 3, 3, 3)",4,29,FALSE
"(12, 5, 3, 3, 3, 3)",3,29,FALSE
"(11, 6, 3, 3, 3, 3)",4,29,FALSE
"(10, 7, 3, 3, 3, 3)",6,29,FALSE
"(9, 8, 3, 3, 3, 3)",2,29,FALSE
"(17, 3, 3, 3, 3)",1,29,FALSE
"(4, 4, 4, 4, 4, 3, 3, 3)",3,29,FALSE
"(8, 4, 4, 4, 3, 3, 3)",4,29,FALSE
"(7, 5, 4, 4, 3, 3, 3)",0,29,FALSE
"(6, 6, 4, 4, 3, 3, 3)",4,29,FALSE
"(12, 4, 4, 3, 3, 3)",3,29,FALSE
"(6, 5, 5, 4, 3, 3, 3)",2,29,FALSE
"(11, 5, 4, 3, 3, 3)",3,29,FALSE
"(10, 6, 4, 3, 3, 3)",5,29,FALSE
"(9, 7, 4, 3, 3, 3)",7,29,FALSE
"(8, 8, 4, 3, 3, 3)",3,29,FALSE
"(16, 4, 3, 3, 3)",0,29,FALSE
"(5, 5, 5, 5, 3, 3, 3)",1,29,FALSE
"(10, 5, 5, 3, 3, 3)",3,29,FALSE
"(9, 6, 5, 3, 3, 3)",2,29,FALSE
"(8, 7, 5, 3, 3, 3)",6,29,FALSE
"(15, 5, 3, 3, 3)",3,29,FALSE
"(8, 6, 6, 3, 3, 3)",3,29,FALSE
"(7, 7, 6, 3, 3, 3)",0,29,FALSE
"(14, 6, 3, 3, 3)",0,29,FALSE
"(13, 7, 3, 3, 3)",3,29,FALSE
"(12, 8, 3, 3, 3)",0,29,FALSE
"(11, 9, 3, 3, 3)",3,29,FALSE
"(10, 10, 3, 3, 3)",4,29,FALSE
"(20, 3, 3, 3)",3,29,FALSE
"(7, 4, 4, 4, 4, 3, 3)",1,29,FALSE
"(6, 5, 4, 4, 4, 3, 3)",4,29,FALSE
"(11, 4, 4, 4, 3, 3)",5,29,FALSE
"(5, 5, 5, 4, 4, 3, 3)",3,29,FALSE
"(10, 5, 4, 4, 3, 3)",4,29,FALSE
"(9, 6, 4, 4, 3, 3)",6,29,FALSE
"(8, 7, 4, 4, 3, 3)",3,29,FALSE
"(15, 4, 4, 3, 3)",1,29,FALSE
"(9, 5, 5, 4, 3, 3)",0,29,FALSE
"(8, 6, 5, 4, 3, 3)",1,29,FALSE
"(7, 7, 5, 4, 3, 3)",2,29,FALSE
"(14, 5, 4, 3, 3)",4,29,FALSE
"(7, 6, 6, 4, 3, 3)",2,29,FALSE
"(13, 6, 4, 3, 3)",4,29,FALSE
"(12, 7, 4, 3, 3)",7,29,FALSE
"(11, 8, 4, 3, 3)",10,29,FALSE
"(10, 9, 4, 3, 3)",4,29,FALSE
"(19, 4, 3, 3)",0,29,FALSE
"(8, 5, 5, 5, 3, 3)",3,29,FALSE
"(7, 6, 5, 5, 3, 3)",2,29,FALSE
"(13, 5, 5, 3, 3)",1,29,FALSE
"(6, 6, 6, 5, 3, 3)",3,29,FALSE
"(12, 6, 5, 3, 3)",0,29,FALSE
"(11, 7, 5, 3, 3)",5,29,FALSE
"(10, 8, 5, 3, 3)",4,29,FALSE
"(9, 9, 5, 3, 3)",1,29,FALSE
"(18, 5, 3, 3)",3,29,FALSE
"(11, 6, 6, 3, 3)",5,29,FALSE
"(10, 7, 6, 3, 3)",7,29,FALSE
"(9, 8, 6, 3, 3)",2,29,FALSE
"(17, 6, 3, 3)",4,29,FALSE
"(9, 7, 7, 3, 3)",1,29,FALSE
"(8, 8, 7, 3, 3)",0,29,FALSE
"(16, 7, 3, 3)",4,29,FALSE
"(15, 8, 3, 3)",4,29,FALSE
"(14, 9, 3, 3)",4,29,FALSE
"(13, 10, 3, 3)",4,29,FALSE
"(12, 11, 3, 3)",3,29,FALSE
"(23, 3, 3)",1,29,FALSE
"(6, 4, 4, 4, 4, 4, 3)",1,29,FALSE
"(5, 5, 4, 4, 4, 4, 3)",5,29,FALSE
"(10, 4, 4, 4, 4, 3)",3,29,FALSE
"(9, 5, 4, 4, 4, 3)",0,29,FALSE
"(8, 6, 4, 4, 4, 3)",3,29,FALSE
"(7, 7, 4, 4, 4, 3)",4,29,FALSE
"(14, 4, 4, 4, 3)",1,29,FALSE
"(8, 5, 5, 4, 4, 3)",3,29,FALSE
"(7, 6, 5, 4, 4, 3)",8,29,FALSE
"(13, 5, 4, 4, 3)",2,29,FALSE
"(6, 6, 6, 4, 4, 3)",3,29,FALSE
"(12, 6, 4, 4, 3)",1,29,FALSE
"(11, 7, 4, 4, 3)",2,29,FALSE
"(10, 8, 4, 4, 3)",1,29,FALSE
"(9, 9, 4, 4, 3)",6,29,FALSE
"(18, 4, 4, 3)",3,29,FALSE
"(7, 5, 5, 5, 4, 3)",0,29,FALSE
"(6, 6, 5, 5, 4, 3)",3,29,FALSE
"(12, 5, 5, 4, 3)",0,29,FALSE
"(11, 6, 5, 4, 3)",3,29,FALSE
"(10, 7, 5, 4, 3)",0,29,FALSE
"(9, 8, 5, 4, 3)",1,29,FALSE
"(17, 5, 4, 3)",0,29,FALSE
"(10, 6, 6, 4, 3)",1,29,FALSE
"(9, 7, 6, 4, 3)",6,29,FALSE
"(8, 8, 6, 4, 3)",2,29,FALSE
"(16, 6, 4, 3)",3,29,FALSE
"(8, 7, 7, 4, 3)",4,29,FALSE
"(15, 7, 4, 3)",0,29,FALSE
"(14, 8, 4, 3)",3,29,FALSE
"(13, 9, 4, 3)",0,29,FALSE
"(12, 10, 4, 3)",3,29,FALSE
"(11, 11, 4, 3)",2,29,FALSE
"(22, 4, 3)",7,29,FALSE
"(6, 5, 5, 5, 5, 3)",3,29,FALSE
"(11, 5, 5, 5, 3)",5,29,FALSE
"(10, 6, 5, 5, 3)",1,29,FALSE
"(9, 7, 5, 5, 3)",3,29,FALSE
"(8, 8, 5, 5, 3)",5,29,FALSE
"(16, 5, 5, 3)",3,29,FALSE
"(9, 6, 6, 5, 3)",6,29,FALSE
"(8, 7, 6, 5, 3)",2,29,FALSE
"(15, 6, 5, 3)",0,29,FALSE
"(7, 7, 7, 5, 3)",3,29,FALSE
"(14, 7, 5, 3)",1,29,FALSE
"(13, 8, 5, 3)",6,29,FALSE
"(12, 9, 5, 3)",8,29,FALSE
"(11, 10, 5, 3)",4,29,FALSE
"(21, 5, 3)",5,29,FALSE
"(8, 6, 6, 6, 3)",1,29,FALSE
"(7, 7, 6, 6, 3)",5,29,FALSE
"(14, 6, 6, 3)",3,29,FALSE
"(13, 7, 6, 3)",3,29,FALSE
"(12, 8, 6, 3)",8,29,FALSE
"(11, 9, 6, 3)",8,29,FALSE
"(10, 10, 6, 3)",3,29,FALSE
"(20, 6, 3)",4,29,FALSE
"(12, 7, 7, 3)",3,29,FALSE
"(11, 8, 7, 3)",3,29,FALSE
"(10, 9, 7, 3)",4,29,FALSE
"(19, 7, 3)",4,29,FALSE
"(10, 8, 8, 3)",3,29,FALSE
"(9, 9, 8, 3)",0,29,FALSE
"(18, 8, 3)",4,29,FALSE
"(17, 9, 3)",4,29,FALSE
"(16, 10, 3)",4,29,FALSE
"(15, 11, 3)",4,29,FALSE
"(14, 12, 3)",0,29,FALSE
"(13, 13, 3)",1,29,FALSE
"(26, 3)",3,29,FALSE
"(5, 4, 4, 4, 4, 4, 4)",1,29,FALSE
"(9, 4, 4, 4, 4, 4)",0,29,FALSE
"(8, 5, 4, 4, 4, 4)",3,29,FALSE
"(7, 6, 4, 4, 4, 4)",4,29,FALSE
"(13, 4, 4, 4, 4)",1,29,FALSE
"(7, 5, 5, 4, 4, 4)",4,29,FALSE
"(6, 6, 5, 4, 4, 4)",0,29,FALSE
"(12, 5, 4, 4, 4)",1,29,FALSE
"(11, 6, 4, 4, 4)",2,29,FALSE
"(10, 7, 4, 4, 4)",1,29,FALSE
"(9, 8, 4, 4, 4)",1,29,FALSE
"(17, 4, 4, 4)",0,29,FALSE
"(6, 5, 5, 5, 4, 4)",3,29,FALSE
"(11, 5, 5, 4, 4)",1,29,FALSE
"(10, 6, 5, 4, 4)",4,29,FALSE
"(9, 7, 5, 4, 4)",3,29,FALSE
"(8, 8, 5, 4, 4)",2,29,FALSE
"(16, 5, 4, 4)",3,29,FALSE
"(9, 6, 6, 4, 4)",1,29,FALSE
"(8, 7, 6, 4, 4)",2,29,FALSE
"(15, 6, 4, 4)",0,29,FALSE
"(7, 7, 7, 4, 4)",1,29,FALSE
"(14, 7, 4, 4)",3,29,FALSE
"(13, 8, 4, 4)",0,29,FALSE
"(12, 9, 4, 4)",3,29,FALSE
"(11, 10, 4, 4)",4,29,FALSE
"(21, 4, 4)",1,29,FALSE
"(5, 5, 5, 5, 5, 4)",4,29,FALSE
"(10, 5, 5, 5, 4)",5,29,FALSE
"(9, 6, 5, 5, 4)",2,29,FALSE
"(8, 7, 5, 5, 4)",1,29,FALSE
"(15, 5, 5, 4)",4,29,FALSE
"(8, 6, 6, 5, 4)",1,29,FALSE
"(7, 7, 6, 5, 4)",0,29,FALSE
"(14, 6, 5, 4)",3,29,FALSE
"(13, 7, 5, 4)",4,29,FALSE
"(12, 8, 5, 4)",7,29,FALSE
"(11, 9, 5, 4)",0,29,FALSE
"(10, 10, 5, 4)",0,29,FALSE
"(20, 5, 4)",1,29,FALSE
"(7, 6, 6, 6, 4)",6,29,FALSE
"(13, 6, 6, 4)",5,29,FALSE
"(12, 7, 6, 4)",4,29,FALSE
"(11, 8, 6, 4)",4,29,FALSE
"(10, 9, 6, 4)",3,29,FALSE
"(19, 6, 4)",2,29,FALSE
"(11, 7, 7, 4)",0,29,FALSE
"(10, 8, 7, 4)",3,29,FALSE
"(9, 9, 7, 4)",4,29,FALSE
"(18, 7, 4)",1,29,FALSE
"(9, 8, 8, 4)",0,29,FALSE
"(17, 8, 4)",2,29,FALSE
"(16, 9, 4)",1,29,FALSE
"(15, 10, 4)",2,29,FALSE
"(14, 11, 4)",1,29,FALSE
"(13, 12, 4)",1,29,FALSE
"(25, 4)",0,29,FALSE
"(9, 5, 5, 5, 5)",1,29,FALSE
"(8, 6, 5, 5, 5)",0,29,FALSE
"(7, 7, 5, 5, 5)",1,29,FALSE
"(14, 5, 5, 5)",3,29,FALSE
"(7, 6, 6, 5, 5)",1,29,FALSE
"(13, 6, 5, 5)",0,29,FALSE
"(12, 7, 5, 5)",3,29,FALSE
"(11, 8, 5, 5)",4,29,FALSE
"(10, 9, 5, 5)",3,29,FALSE
"(19, 5, 5)",1,29,FALSE
"(6, 6, 6, 6, 5)",4,29,FALSE
"(12, 6, 6, 5)",3,29,FALSE
"(11, 7, 6, 5)",0,29,FALSE
"(10, 8, 6, 5)",3,29,FALSE
"(9, 9, 6, 5)",2,29,FALSE
"(18, 6, 5)",9,29,FALSE
"(10, 7, 7, 5)",3,29,FALSE
"(9, 8, 7, 5)",4,29,FALSE
"(17, 7, 5)",7,29,FALSE
"(8, 8, 8, 5)",3,29,FALSE
"(16, 8, 5)",1,29,FALSE
"(15, 9, 5)",4,29,FALSE
"(14, 10, 5)",1,29,FALSE
"(13, 11, 5)",3,29,FALSE
"(12, 12, 5)",2,29,FALSE
"(24, 5)",3,29,FALSE
"(11, 6, 6, 6)",0,29,FALSE
"(10, 7, 6, 6)",3,29,FALSE
"(9, 8, 6, 6)",4,29,FALSE
"(17, 6, 6)",1,29,FALSE
"(9, 7, 7, 6)",4,29,FALSE
"(8, 8, 7, 6)",0,29,FALSE
"(16, 7, 6)",1,29,FALSE
"(15, 8, 6)",2,29,FALSE
"(14, 9, 6)",1,29,FALSE
"(13, 10, 6)",2,29,FALSE
"(12, 11, 6)",2,29,FALSE
"(23, 6)",0,29,FALSE
"(8, 7, 7, 7)",3,29,FALSE
"(15, 7, 7)",1,29,FALSE
"(14, 8, 7)",1,29,FALSE
"(13, 9, 7)",2,29,FALSE
"(12, 10, 7)",4,29,FALSE
"(11, 11, 7)",1,29,FALSE
"(22, 7)",3,29,FALSE
"(13, 8, 8)",1,29,FALSE
"(12, 9, 8)",5,29,FALSE
"(11, 10, 8)",6,29,FALSE
"(21, 8)",0,29,FALSE
