,sg_value,integer
"(14, 5, 3, 2, 2, 2, 1, 1)",8,30
"(7, 6, 6, 3, 2, 2, 2, 1, 1)",4,30
"(13, 6, 3, 2, 2, 2, 1, 1)",3,30
"(12, 7, 3, 2, 2, 2, 1, 1)",8,30
"(11, 8, 3, 2, 2, 2, 1, 1)",3,30
"(10, 9, 3, 2, 2, 2, 1, 1)",3,30
"(19, 3, 2, 2, 2, 1, 1)",4,30
"(6, 4, 4, 4, 4, 2, 2, 2, 1, 1)",3,30
"(5, 5, 4, 4, 4, 2, 2, 2, 1, 1)",4,30
"(10, 4, 4, 4, 2, 2, 2, 1, 1)",7,30
"(9, 5, 4, 4, 2, 2, 2, 1, 1)",4,30
"(8, 6, 4, 4, 2, 2, 2, 1, 1)",7,30
"(7, 7, 4, 4, 2, 2, 2, 1, 1)",6,30
"(14, 4, 4, 2, 2, 2, 1, 1)",3,30
"(8, 5, 5, 4, 2, 2, 2, 1, 1)",6,30
"(7, 6, 5, 4, 2, 2, 2, 1, 1)",1,30
"(13, 5, 4, 2, 2, 2, 1, 1)",3,30
"(6, 6, 6, 4, 2, 2, 2, 1, 1)",4,30
"(12, 6, 4, 2, 2, 2, 1, 1)",0,30
"(11, 7, 4, 2, 2, 2, 1, 1)",3,30
"(10, 8, 4, 2, 2, 2, 1, 1)",0,30
"(9, 9, 4, 2, 2, 2, 1, 1)",0,30
"(18, 4, 2, 2, 2, 1, 1)",7,30
"(7, 5, 5, 5, 2, 2, 2, 1, 1)",8,30
"(6, 6, 5, 5, 2, 2, 2, 1, 1)",7,30
"(12, 5, 5, 2, 2, 2, 1, 1)",8,30
"(11, 6, 5, 2, 2, 2, 1, 1)",2,30
"(10, 7, 5, 2, 2, 2, 1, 1)",0,30
"(9, 8, 5, 2, 2, 2, 1, 1)",4,30
"(17, 5, 2, 2, 2, 1, 1)",8,30
"(10, 6, 6, 2, 2, 2, 1, 1)",3,30
"(9, 7, 6, 2, 2, 2, 1, 1)",7,30
"(8, 8, 6, 2, 2, 2, 1, 1)",3,30
"(16, 6, 2, 2, 2, 1, 1)",7,30
"(8, 7, 7, 2, 2, 2, 1, 1)",1,30
"(15, 7, 2, 2, 2, 1, 1)",8,30
"(14, 8, 2, 2, 2, 1, 1)",7,30
"(13, 9, 2, 2, 2, 1, 1)",8,30
"(12, 10, 2, 2, 2, 1, 1)",7,30
"(11, 11, 2, 2, 2, 1, 1)",6,30
"(22, 2, 2, 2, 1, 1)",3,30
"(3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 1, 1)",4,30
"(6, 3, 3, 3, 3, 3, 3, 2, 2, 1, 1)",6,30
"(5, 4, 3, 3, 3, 3, 3, 2, 2, 1, 1)",3,30
"(9, 3, 3, 3, 3, 3, 2, 2, 1, 1)",6,30
"(4, 4, 4, 3, 3, 3, 3, 2, 2, 1, 1)",2,30
"(8, 4, 3, 3, 3, 3, 2, 2, 1, 1)",7,30
"(7, 5, 3, 3, 3, 3, 2, 2, 1, 1)",6,30
"(6, 6, 3, 3, 3, 3, 2, 2, 1, 1)",0,30
"(12, 3, 3, 3, 3, 2, 2, 1, 1)",2,30
"(7, 4, 4, 3, 3, 3, 2, 2, 1, 1)",0,30
"(6, 5, 4, 3, 3, 3, 2, 2, 1, 1)",5,30
"(11, 4, 3, 3, 3, 2, 2, 1, 1)",1,30
"(5, 5, 5, 3, 3, 3, 2, 2, 1, 1)",0,30
"(10, 5, 3, 3, 3, 2, 2, 1, 1)",2,30
"(9, 6, 3, 3, 3, 2, 2, 1, 1)",5,30
"(8, 7, 3, 3, 3, 2, 2, 1, 1)",2,30
"(15, 3, 3, 3, 2, 2, 1, 1)",7,30
"(6, 4, 4, 4, 3, 3, 2, 2, 1, 1)",0,30
"(5, 5, 4, 4, 3, 3, 2, 2, 1, 1)",2,30
"(10, 4, 4, 3, 3, 2, 2, 1, 1)",2,30
"(9, 5, 4, 3, 3, 2, 2, 1, 1)",7,30
"(8, 6, 4, 3, 3, 2, 2, 1, 1)",9,30
"(7, 7, 4, 3, 3, 2, 2, 1, 1)",4,30
"(14, 4, 3, 3, 2, 2, 1, 1)",7,30
"(8, 5, 5, 3, 3, 2, 2, 1, 1)",2,30
"(7, 6, 5, 3, 3, 2, 2, 1, 1)",1,30
"(13, 5, 3, 3, 2, 2, 1, 1)",3,30
"(6, 6, 6, 3, 3, 2, 2, 1, 1)",2,30
"(12, 6, 3, 3, 2, 2, 1, 1)",8,30
"(11, 7, 3, 3, 2, 2, 1, 1)",6,30
"(10, 8, 3, 3, 2, 2, 1, 1)",0,30
"(9, 9, 3, 3, 2, 2, 1, 1)",4,30
"(18, 3, 3, 2, 2, 1, 1)",2,30
"(5, 4, 4, 4, 4, 3, 2, 2, 1, 1)",6,30
"(9, 4, 4, 4, 3, 2, 2, 1, 1)",8,30
"(8, 5, 4, 4, 3, 2, 2, 1, 1)",3,30
"(7, 6, 4, 4, 3, 2, 2, 1, 1)",2,30
"(13, 4, 4, 3, 2, 2, 1, 1)",4,30
"(7, 5, 5, 4, 3, 2, 2, 1, 1)",1,30
"(6, 6, 5, 4, 3, 2, 2, 1, 1)",0,30
"(12, 5, 4, 3, 2, 2, 1, 1)",3,30
"(11, 6, 4, 3, 2, 2, 1, 1)",3,30
"(10, 7, 4, 3, 2, 2, 1, 1)",0,30
"(9, 8, 4, 3, 2, 2, 1, 1)",4,30
"(17, 4, 3, 2, 2, 1, 1)",1,30
"(6, 5, 5, 5, 3, 2, 2, 1, 1)",6,30
"(11, 5, 5, 3, 2, 2, 1, 1)",7,30
"(10, 6, 5, 3, 2, 2, 1, 1)",0,30
"(9, 7, 5, 3, 2, 2, 1, 1)",9,30
"(8, 8, 5, 3, 2, 2, 1, 1)",3,30
"(16, 5, 3, 2, 2, 1, 1)",6,30
"(9, 6, 6, 3, 2, 2, 1, 1)",6,30
"(8, 7, 6, 3, 2, 2, 1, 1)",5,30
"(15, 6, 3, 2, 2, 1, 1)",4,30
"(7, 7, 7, 3, 2, 2, 1, 1)",7,30
"(14, 7, 3, 2, 2, 1, 1)",2,30
"(13, 8, 3, 2, 2, 1, 1)",4,30
"(12, 9, 3, 2, 2, 1, 1)",2,30
"(11, 10, 3, 2, 2, 1, 1)",1,30
"(21, 3, 2, 2, 1, 1)",0,30
"(4, 4, 4, 4, 4, 4, 2, 2, 1, 1)",3,30
"(8, 4, 4, 4, 4, 2, 2, 1, 1)",4,30
"(7, 5, 4, 4, 4, 2, 2, 1, 1)",8,30
"(6, 6, 4, 4, 4, 2, 2, 1, 1)",0,30
"(12, 4, 4, 4, 2, 2, 1, 1)",4,30
"(6, 5, 5, 4, 4, 2, 2, 1, 1)",2,30
"(11, 5, 4, 4, 2, 2, 1, 1)",3,30
"(10, 6, 4, 4, 2, 2, 1, 1)",0,30
"(9, 7, 4, 4, 2, 2, 1, 1)",7,30
"(8, 8, 4, 4, 2, 2, 1, 1)",3,30
"(16, 4, 4, 2, 2, 1, 1)",7,30
"(5, 5, 5, 5, 4, 2, 2, 1, 1)",2,30
"(10, 5, 5, 4, 2, 2, 1, 1)",4,30
"(9, 6, 5, 4, 2, 2, 1, 1)",3,30
"(8, 7, 5, 4, 2, 2, 1, 1)",5,30
"(15, 5, 4, 2, 2, 1, 1)",4,30
"(8, 6, 6, 4, 2, 2, 1, 1)",4,30
"(7, 7, 6, 4, 2, 2, 1, 1)",9,30
"(14, 6, 4, 2, 2, 1, 1)",4,30
"(13, 7, 4, 2, 2, 1, 1)",0,30
"(12, 8, 4, 2, 2, 1, 1)",3,30
"(11, 9, 4, 2, 2, 1, 1)",5,30
"(10, 10, 4, 2, 2, 1, 1)",0,30
"(20, 4, 2, 2, 1, 1)",8,30
"(9, 5, 5, 5, 2, 2, 1, 1)",6,30
"(8, 6, 5, 5, 2, 2, 1, 1)",4,30
"(7, 7, 5, 5, 2, 2, 1, 1)",4,30
"(14, 5, 5, 2, 2, 1, 1)",2,30
"(7, 6, 6, 5, 2, 2, 1, 1)",1,30
"(13, 6, 5, 2, 2, 1, 1)",6,30
"(12, 7, 5, 2, 2, 1, 1)",5,30
"(11, 8, 5, 2, 2, 1, 1)",4,30
"(10, 9, 5, 2, 2, 1, 1)",0,30
"(19, 5, 2, 2, 1, 1)",3,30
"(6, 6, 6, 6, 2, 2, 1, 1)",3,30
"(12, 6, 6, 2, 2, 1, 1)",7,30
"(11, 7, 6, 2, 2, 1, 1)",0,30
"(10, 8, 6, 2, 2, 1, 1)",6,30
"(9, 9, 6, 2, 2, 1, 1)",3,30
"(18, 6, 2, 2, 1, 1)",8,30
"(10, 7, 7, 2, 2, 1, 1)",2,30
"(9, 8, 7, 2, 2, 1, 1)",1,30
"(17, 7, 2, 2, 1, 1)",3,30
"(8, 8, 8, 2, 2, 1, 1)",0,30
"(16, 8, 2, 2, 1, 1)",8,30
"(15, 9, 2, 2, 1, 1)",3,30
"(14, 10, 2, 2, 1, 1)",4,30
"(13, 11, 2, 2, 1, 1)",4,30
"(12, 12, 2, 2, 1, 1)",3,30
"(24, 2, 2, 1, 1)",0,30
"(5, 3, 3, 3, 3, 3, 3, 3, 2, 1, 1)",3,30
"(4, 4, 3, 3, 3, 3, 3, 3, 2, 1, 1)",5,30
"(8, 3, 3, 3, 3, 3, 3, 2, 1, 1)",3,30
"(7, 4, 3, 3, 3, 3, 3, 2, 1, 1)",2,30
"(6, 5, 3, 3, 3, 3, 3, 2, 1, 1)",1,30
"(11, 3, 3, 3, 3, 3, 2, 1, 1)",3,30
"(6, 4, 4, 3, 3, 3, 3, 2, 1, 1)",1,30
"(5, 5, 4, 3, 3, 3, 3, 2, 1, 1)",5,30
"(10, 4, 3, 3, 3, 3, 2, 1, 1)",5,30
"(9, 5, 3, 3, 3, 3, 2, 1, 1)",8,30
"(8, 6, 3, 3, 3, 3, 2, 1, 1)",7,30
"(7, 7, 3, 3, 3, 3, 2, 1, 1)",1,30
"(14, 3, 3, 3, 3, 2, 1, 1)",1,30
"(5, 4, 4, 4, 3, 3, 3, 2, 1, 1)",1,30
"(9, 4, 4, 3, 3, 3, 2, 1, 1)",1,30
"(8, 5, 4, 3, 3, 3, 2, 1, 1)",6,30
"(7, 6, 4, 3, 3, 3, 2, 1, 1)",4,30
"(13, 4, 3, 3, 3, 2, 1, 1)",2,30
"(7, 5, 5, 3, 3, 3, 2, 1, 1)",3,30
"(6, 6, 5, 3, 3, 3, 2, 1, 1)",7,30
"(12, 5, 3, 3, 3, 2, 1, 1)",6,30
"(11, 6, 3, 3, 3, 2, 1, 1)",4,30
"(10, 7, 3, 3, 3, 2, 1, 1)",6,30
"(9, 8, 3, 3, 3, 2, 1, 1)",4,30
"(17, 3, 3, 3, 2, 1, 1)",3,30
"(4, 4, 4, 4, 4, 3, 3, 2, 1, 1)",1,30
"(8, 4, 4, 4, 3, 3, 2, 1, 1)",6,30
"(7, 5, 4, 4, 3, 3, 2, 1, 1)",1,30
"(6, 6, 4, 4, 3, 3, 2, 1, 1)",5,30
"(12, 4, 4, 3, 3, 2, 1, 1)",1,30
"(6, 5, 5, 4, 3, 3, 2, 1, 1)",7,30
"(11, 5, 4, 3, 3, 2, 1, 1)",7,30
"(10, 6, 4, 3, 3, 2, 1, 1)",4,30
"(9, 7, 4, 3, 3, 2, 1, 1)",7,30
"(8, 8, 4, 3, 3, 2, 1, 1)",1,30
"(16, 4, 3, 3, 2, 1, 1)",2,30
"(5, 5, 5, 5, 3, 3, 2, 1, 1)",6,30
"(10, 5, 5, 3, 3, 2, 1, 1)",1,30
"(9, 6, 5, 3, 3, 2, 1, 1)",0,30
"(8, 7, 5, 3, 3, 2, 1, 1)",8,30
"(15, 5, 3, 3, 2, 1, 1)",9,30
"(8, 6, 6, 3, 3, 2, 1, 1)",1,30
"(7, 7, 6, 3, 3, 2, 1, 1)",9,30
"(14, 6, 3, 3, 2, 1, 1)",3,30
"(13, 7, 3, 3, 2, 1, 1)",3,30
"(12, 8, 3, 3, 2, 1, 1)",3,30
"(11, 9, 3, 3, 2, 1, 1)",1,30
"(10, 10, 3, 3, 2, 1, 1)",0,30
"(20, 3, 3, 2, 1, 1)",1,30
"(7, 4, 4, 4, 4, 3, 2, 1, 1)",1,30
"(6, 5, 4, 4, 4, 3, 2, 1, 1)",4,30
"(11, 4, 4, 4, 3, 2, 1, 1)",6,30
"(5, 5, 5, 4, 4, 3, 2, 1, 1)",6,30
"(10, 5, 4, 4, 3, 2, 1, 1)",4,30
"(9, 6, 4, 4, 3, 2, 1, 1)",6,30
"(8, 7, 4, 4, 3, 2, 1, 1)",3,30
"(15, 4, 4, 3, 2, 1, 1)",1,30
"(9, 5, 5, 4, 3, 2, 1, 1)",2,30
"(8, 6, 5, 4, 3, 2, 1, 1)",1,30
"(7, 7, 5, 4, 3, 2, 1, 1)",2,30
"(14, 5, 4, 3, 2, 1, 1)",0,30
"(7, 6, 6, 4, 3, 2, 1, 1)",2,30
"(13, 6, 4, 3, 2, 1, 1)",4,30
"(12, 7, 4, 3, 2, 1, 1)",8,30
"(11, 8, 4, 3, 2, 1, 1)",8,30
"(10, 9, 4, 3, 2, 1, 1)",4,30
"(19, 4, 3, 2, 1, 1)",2,30
"(8, 5, 5, 5, 3, 2, 1, 1)",5,30
"(7, 6, 5, 5, 3, 2, 1, 1)",2,30
"(13, 5, 5, 3, 2, 1, 1)",3,30
"(6, 6, 6, 5, 3, 2, 1, 1)",5,30
"(12, 6, 5, 3, 2, 1, 1)",5,30
"(11, 7, 5, 3, 2, 1, 1)",6,30
"(10, 8, 5, 3, 2, 1, 1)",4,30
"(9, 9, 5, 3, 2, 1, 1)",3,30
"(18, 5, 3, 2, 1, 1)",5,30
"(11, 6, 6, 3, 2, 1, 1)",1,30
"(10, 7, 6, 3, 2, 1, 1)",4,30
"(9, 8, 6, 3, 2, 1, 1)",1,30
"(17, 6, 3, 2, 1, 1)",8,30
"(9, 7, 7, 3, 2, 1, 1)",3,30
"(8, 8, 7, 3, 2, 1, 1)",5,30
"(16, 7, 3, 2, 1, 1)",6,30
"(15, 8, 3, 2, 1, 1)",8,30
"(14, 9, 3, 2, 1, 1)",6,30
"(13, 10, 3, 2, 1, 1)",5,30
"(12, 11, 3, 2, 1, 1)",1,30
"(23, 3, 2, 1, 1)",3,30
"(6, 4, 4, 4, 4, 4, 2, 1, 1)",7,30
"(5, 5, 4, 4, 4, 4, 2, 1, 1)",1,30
"(10, 4, 4, 4, 4, 2, 1, 1)",1,30
"(9, 5, 4, 4, 4, 2, 1, 1)",6,30
"(8, 6, 4, 4, 4, 2, 1, 1)",4,30
"(7, 7, 4, 4, 4, 2, 1, 1)",2,30
"(14, 4, 4, 4, 2, 1, 1)",7,30
"(8, 5, 5, 4, 4, 2, 1, 1)",3,30
"(7, 6, 5, 4, 4, 2, 1, 1)",2,30
"(13, 5, 4, 4, 2, 1, 1)",3,30
"(6, 6, 6, 4, 4, 2, 1, 1)",1,30
"(12, 6, 4, 4, 2, 1, 1)",7,30
"(11, 7, 4, 4, 2, 1, 1)",4,30
"(10, 8, 4, 4, 2, 1, 1)",4,30
"(9, 9, 4, 4, 2, 1, 1)",1,30
"(18, 4, 4, 2, 1, 1)",1,30
"(7, 5, 5, 5, 4, 2, 1, 1)",10,30
"(6, 6, 5, 5, 4, 2, 1, 1)",2,30
"(12, 5, 5, 4, 2, 1, 1)",7,30
"(11, 6, 5, 4, 2, 1, 1)",4,30
"(10, 7, 5, 4, 2, 1, 1)",5,30
"(9, 8, 5, 4, 2, 1, 1)",8,30
"(17, 5, 4, 2, 1, 1)",8,30
"(10, 6, 6, 4, 2, 1, 1)",7,30
"(9, 7, 6, 4, 2, 1, 1)",1,30
"(8, 8, 6, 4, 2, 1, 1)",7,30
"(16, 6, 4, 2, 1, 1)",4,30
"(8, 7, 7, 4, 2, 1, 1)",7,30
"(15, 7, 4, 2, 1, 1)",1,30
"(14, 8, 4, 2, 1, 1)",2,30
"(13, 9, 4, 2, 1, 1)",1,30
"(12, 10, 4, 2, 1, 1)",8,30
"(11, 11, 4, 2, 1, 1)",2,30
"(22, 4, 2, 1, 1)",7,30
"(6, 5, 5, 5, 5, 2, 1, 1)",3,30
"(11, 5, 5, 5, 2, 1, 1)",3,30
"(10, 6, 5, 5, 2, 1, 1)",0,30
"(9, 7, 5, 5, 2, 1, 1)",8,30
"(8, 8, 5, 5, 2, 1, 1)",4,30
"(16, 5, 5, 2, 1, 1)",3,30
"(9, 6, 6, 5, 2, 1, 1)",2,30
"(8, 7, 6, 5, 2, 1, 1)",4,30
"(15, 6, 5, 2, 1, 1)",7,30
"(7, 7, 7, 5, 2, 1, 1)",3,30
"(14, 7, 5, 2, 1, 1)",5,30
"(13, 8, 5, 2, 1, 1)",5,30
"(12, 9, 5, 2, 1, 1)",6,30
"(11, 10, 5, 2, 1, 1)",2,30
"(21, 5, 2, 1, 1)",4,30
"(8, 6, 6, 6, 2, 1, 1)",7,30
"(7, 7, 6, 6, 2, 1, 1)",6,30
"(14, 6, 6, 2, 1, 1)",1,30
"(13, 7, 6, 2, 1, 1)",6,30
"(12, 8, 6, 2, 1, 1)",8,30
"(11, 9, 6, 2, 1, 1)",6,30
"(10, 10, 6, 2, 1, 1)",1,30
"(20, 6, 2, 1, 1)",7,30
"(12, 7, 7, 2, 1, 1)",3,30
"(11, 8, 7, 2, 1, 1)",0,30
"(10, 9, 7, 2, 1, 1)",3,30
"(19, 7, 2, 1, 1)",4,30
"(10, 8, 8, 2, 1, 1)",1,30
"(9, 9, 8, 2, 1, 1)",4,30
"(18, 8, 2, 1, 1)",7,30
"(17, 9, 2, 1, 1)",4,30
"(16, 10, 2, 1, 1)",7,30
"(15, 11, 2, 1, 1)",4,30
"(14, 12, 2, 1, 1)",4,30
"(13, 13, 2, 1, 1)",1,30
"(26, 2, 1, 1)",1,30
"(4, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1)",0,30
"(7, 3, 3, 3, 3, 3, 3, 3, 1, 1)",0,30
"(6, 4, 3, 3, 3, 3, 3, 3, 1, 1)",1,30
"(5, 5, 3, 3, 3, 3, 3, 3, 1, 1)",2,30
"(10, 3, 3, 3, 3, 3, 3, 1, 1)",0,30
"(5, 4, 4, 3, 3, 3, 3, 3, 1, 1)",1,30
"(9, 4, 3, 3, 3, 3, 3, 1, 1)",1,30
"(8, 5, 3, 3, 3, 3, 3, 1, 1)",7,30
"(7, 6, 3, 3, 3, 3, 3, 1, 1)",1,30
"(13, 3, 3, 3, 3, 3, 1, 1)",0,30
"(4, 4, 4, 4, 3, 3, 3, 3, 1, 1)",3,30
"(8, 4, 4, 3, 3, 3, 3, 1, 1)",6,30
"(7, 5, 4, 3, 3, 3, 3, 1, 1)",3,30
"(6, 6, 4, 3, 3, 3, 3, 1, 1)",0,30
"(12, 4, 3, 3, 3, 3, 1, 1)",1,30
"(6, 5, 5, 3, 3, 3, 3, 1, 1)",0,30
"(11, 5, 3, 3, 3, 3, 1, 1)",6,30
"(10, 6, 3, 3, 3, 3, 1, 1)",5,30
"(9, 7, 3, 3, 3, 3, 1, 1)",2,30
"(8, 8, 3, 3, 3, 3, 1, 1)",3,30
"(16, 3, 3, 3, 3, 1, 1)",0,30
"(7, 4, 4, 4, 3, 3, 3, 1, 1)",5,30
"(6, 5, 4, 4, 3, 3, 3, 1, 1)",0,30
"(11, 4, 4, 3, 3, 3, 1, 1)",4,30
"(5, 5, 5, 4, 3, 3, 3, 1, 1)",3,30
"(10, 5, 4, 3, 3, 3, 1, 1)",0,30
"(9, 6, 4, 3, 3, 3, 1, 1)",9,30
"(8, 7, 4, 3, 3, 3, 1, 1)",3,30
"(15, 4, 3, 3, 3, 1, 1)",1,30
"(9, 5, 5, 3, 3, 3, 1, 1)",0,30
"(8, 6, 5, 3, 3, 3, 1, 1)",1,30
"(7, 7, 5, 3, 3, 3, 1, 1)",0,30
"(14, 5, 3, 3, 3, 1, 1)",5,30
"(7, 6, 6, 3, 3, 3, 1, 1)",6,30
"(13, 6, 3, 3, 3, 1, 1)",9,30
"(12, 7, 3, 3, 3, 1, 1)",7,30
"(11, 8, 3, 3, 3, 1, 1)",5,30
"(10, 9, 3, 3, 3, 1, 1)",7,30
"(19, 3, 3, 3, 1, 1)",0,30
"(6, 4, 4, 4, 4, 3, 3, 1, 1)",2,30
"(5, 5, 4, 4, 4, 3, 3, 1, 1)",2,30
"(10, 4, 4, 4, 3, 3, 1, 1)",5,30
"(9, 5, 4, 4, 3, 3, 1, 1)",3,30
"(8, 6, 4, 4, 3, 3, 1, 1)",4,30
"(7, 7, 4, 4, 3, 3, 1, 1)",7,30
"(14, 4, 4, 3, 3, 1, 1)",0,30
"(8, 5, 5, 4, 3, 3, 1, 1)",1,30
"(7, 6, 5, 4, 3, 3, 1, 1)",2,30
"(13, 5, 4, 3, 3, 1, 1)",0,30
"(6, 6, 6, 4, 3, 3, 1, 1)",1,30
"(12, 6, 4, 3, 3, 1, 1)",7,30
"(11, 7, 4, 3, 3, 1, 1)",4,30
"(10, 8, 4, 3, 3, 1, 1)",4,30
"(9, 9, 4, 3, 3, 1, 1)",1,30
"(18, 4, 3, 3, 1, 1)",1,30
"(7, 5, 5, 5, 3, 3, 1, 1)",4,30
"(6, 6, 5, 5, 3, 3, 1, 1)",3,30
"(12, 5, 5, 3, 3, 1, 1)",0,30
"(11, 6, 5, 3, 3, 1, 1)",4,30
"(10, 7, 5, 3, 3, 1, 1)",0,30
"(9, 8, 5, 3, 3, 1, 1)",1,30
"(17, 5, 3, 3, 1, 1)",6,30
"(10, 6, 6, 3, 3, 1, 1)",0,30
"(9, 7, 6, 3, 3, 1, 1)",3,30
"(8, 8, 6, 3, 3, 1, 1)",0,30
"(16, 6, 3, 3, 1, 1)",5,30
"(8, 7, 7, 3, 3, 1, 1)",0,30
"(15, 7, 3, 3, 1, 1)",5,30
"(14, 8, 3, 3, 1, 1)",5,30
"(13, 9, 3, 3, 1, 1)",5,30
"(12, 10, 3, 3, 1, 1)",3,30
"(11, 11, 3, 3, 1, 1)",2,30
"(22, 3, 3, 1, 1)",0,30
"(5, 4, 4, 4, 4, 4, 3, 1, 1)",2,30
"(9, 4, 4, 4, 4, 3, 1, 1)",0,30
"(8, 5, 4, 4, 4, 3, 1, 1)",0,30
"(7, 6, 4, 4, 4, 3, 1, 1)",1,30
"(13, 4, 4, 4, 3, 1, 1)",1,30
"(7, 5, 5, 4, 4, 3, 1, 1)",4,30
"(6, 6, 5, 4, 4, 3, 1, 1)",2,30
"(12, 5, 4, 4, 3, 1, 1)",7,30
"(11, 6, 4, 4, 3, 1, 1)",0,30
"(10, 7, 4, 4, 3, 1, 1)",3,30
"(9, 8, 4, 4, 3, 1, 1)",1,30
"(17, 4, 4, 3, 1, 1)",0,30
"(6, 5, 5, 5, 4, 3, 1, 1)",0,30
"(11, 5, 5, 4, 3, 1, 1)",1,30
"(10, 6, 5, 4, 3, 1, 1)",2,30
"(9, 7, 5, 4, 3, 1, 1)",1,30
"(8, 8, 5, 4, 3, 1, 1)",0,30
"(16, 5, 4, 3, 1, 1)",7,30
"(9, 6, 6, 4, 3, 1, 1)",6,30
"(8, 7, 6, 4, 3, 1, 1)",2,30
"(15, 6, 4, 3, 1, 1)",3,30
"(7, 7, 7, 4, 3, 1, 1)",3,30
"(14, 7, 4, 3, 1, 1)",0,30
"(13, 8, 4, 3, 1, 1)",3,30
"(12, 9, 4, 3, 1, 1)",0,30
"(11, 10, 4, 3, 1, 1)",4,30
"(21, 4, 3, 1, 1)",1,30
"(5, 5, 5, 5, 5, 3, 1, 1)",0,30
"(10, 5, 5, 5, 3, 1, 1)",6,30
"(9, 6, 5, 5, 3, 1, 1)",5,30
"(8, 7, 5, 5, 3, 1, 1)",5,30
"(15, 5, 5, 3, 1, 1)",0,30
"(8, 6, 6, 5, 3, 1, 1)",4,30
"(7, 7, 6, 5, 3, 1, 1)",6,30
"(14, 6, 5, 3, 1, 1)",1,30
"(13, 7, 5, 3, 1, 1)",6,30
"(12, 8, 5, 3, 1, 1)",0,30
"(11, 9, 5, 3, 1, 1)",2,30
"(10, 10, 5, 3, 1, 1)",3,30
"(20, 5, 3, 1, 1)",6,30
"(7, 6, 6, 6, 3, 1, 1)",1,30
"(13, 6, 6, 3, 1, 1)",0,30
"(12, 7, 6, 3, 1, 1)",6,30
"(11, 8, 6, 3, 1, 1)",8,30
"(10, 9, 6, 3, 1, 1)",3,30
"(19, 6, 3, 1, 1)",5,30
"(11, 7, 7, 3, 1, 1)",0,30
"(10, 8, 7, 3, 1, 1)",1,30
"(9, 9, 7, 3, 1, 1)",0,30
"(18, 7, 3, 1, 1)",9,30
"(9, 8, 8, 3, 1, 1)",0,30
"(17, 8, 3, 1, 1)",5,30
"(16, 9, 3, 1, 1)",9,30
"(15, 10, 3, 1, 1)",5,30
"(14, 11, 3, 1, 1)",6,30
"(13, 12, 3, 1, 1)",1,30
"(25, 3, 1, 1)",0,30
"(4, 4, 4, 4, 4, 4, 4, 1, 1)",0,30
"(8, 4, 4, 4, 4, 4, 1, 1)",4,30
"(7, 5, 4, 4, 4, 4, 1, 1)",7,30
"(6, 6, 4, 4, 4, 4, 1, 1)",3,30
"(12, 4, 4, 4, 4, 1, 1)",4,30
"(6, 5, 5, 4, 4, 4, 1, 1)",8,30
"(11, 5, 4, 4, 4, 1, 1)",4,30
"(10, 6, 4, 4, 4, 1, 1)",5,30
"(9, 7, 4, 4, 4, 1, 1)",8,30
"(8, 8, 4, 4, 4, 1, 1)",0,30
"(16, 4, 4, 4, 1, 1)",4,30
"(5, 5, 5, 5, 4, 4, 1, 1)",1,30
"(10, 5, 5, 4, 4, 1, 1)",2,30
"(9, 6, 5, 4, 4, 1, 1)",1,30
"(8, 7, 5, 4, 4, 1, 1)",5,30
"(15, 5, 4, 4, 1, 1)",3,30
"(8, 6, 6, 4, 4, 1, 1)",4,30
"(7, 7, 6, 4, 4, 1, 1)",2,30
"(14, 6, 4, 4, 1, 1)",4,30
"(13, 7, 4, 4, 1, 1)",3,30
"(12, 8, 4, 4, 1, 1)",0,30
"(11, 9, 4, 4, 1, 1)",7,30
"(10, 10, 4, 4, 1, 1)",3,30
"(20, 4, 4, 1, 1)",4,30
"(9, 5, 5, 5, 4, 1, 1)",0,30
"(8, 6, 5, 5, 4, 1, 1)",10,30
"(7, 7, 5, 5, 4, 1, 1)",4,30
"(14, 5, 5, 4, 1, 1)",5,30
"(7, 6, 6, 5, 4, 1, 1)",2,30
"(13, 6, 5, 4, 1, 1)",4,30
"(12, 7, 5, 4, 1, 1)",6,30
"(11, 8, 5, 4, 1, 1)",2,30
"(10, 9, 5, 4, 1, 1)",3,30
"(19, 5, 4, 1, 1)",0,30
"(6, 6, 6, 6, 4, 1, 1)",0,30
"(12, 6, 6, 4, 1, 1)",5,30
"(11, 7, 6, 4, 1, 1)",5,30
"(10, 8, 6, 4, 1, 1)",0,30
"(9, 9, 6, 4, 1, 1)",0,30
"(18, 6, 4, 1, 1)",4,30
"(10, 7, 7, 4, 1, 1)",0,30
"(9, 8, 7, 4, 1, 1)",6,30
"(17, 7, 4, 1, 1)",0,30
"(8, 8, 8, 4, 1, 1)",5,30
"(16, 8, 4, 1, 1)",3,30
"(15, 9, 4, 1, 1)",0,30
"(14, 10, 4, 1, 1)",3,30
"(13, 11, 4, 1, 1)",7,30
"(12, 12, 4, 1, 1)",0,30
"(24, 4, 1, 1)",5,30
"(8, 5, 5, 5, 5, 1, 1)",0,30
"(7, 6, 5, 5, 5, 1, 1)",1,30
"(13, 5, 5, 5, 1, 1)",4,30
"(6, 6, 6, 5, 5, 1, 1)",0,30
"(12, 6, 5, 5, 1, 1)",1,30
"(11, 7, 5, 5, 1, 1)",4,30
"(10, 8, 5, 5, 1, 1)",3,30
